x,y,class
-58.654846,-58.29878,1
44.209244,-2.8917491,0
19.348017,-25.380964,1
60.63604,-17.89135,1
-37.47607,-7.350726,1
-49.223892,-9.060895,1
-50.02812,-15.172101,1
47.43814,-8.926755,1
-57.973034,4.9982257,1
32.739582,-67.277,0
58.184757,49.452183,0
-34.957096,17.60976,0
1.4380114,65.123535,1
-34.305984,19.467382,0
52.77179,22.636543,1
-73.045006,-19.26087,0
-0.23133768,64.8084,1
-11.445812,-18.841906,1
9.242747,64.283005,0
13.162902,43.2255,0
-68.82258,30.633831,0
-34.10775,-32.053284,1
-46.012966,-27.390247,1
-21.745916,40.88818,0
13.598815,48.59592,1
77.10116,-37.4154,0
44.625088,65.70821,0
40.80103,-31.541334,1
43.6144,58.812183,1
51.00066,67.726875,0
26.128925,82.507774,0
-54.200314,-50.77598,1
-75.11882,8.637927,1
-48.38041,-25.941442,1
-48.29059,-13.046316,1
45.868702,71.870056,1
35.13246,17.219362,1
-81.736435,32.203217,0
52.924957,27.285162,0
-19.694925,30.31922,1
-12.064956,-34.488827,1
-61.22198,10.096382,1
17.724762,79.89142,0
56.90167,9.862941,0
-39.967552,29.177505,0
-74.78089,4.3584213,0
-67.6407,37.705696,0
-44.280468,-14.323028,1
7.641834,-55.73598,1
24.39407,4.249821,0
-73.94749,-2.0084143,0
66.94817,-23.321762,0
43.99013,71.81755,0
-46.819378,31.645302,0
-60.127773,22.902275,0
43.93014,-0.4895782,1
3.7125533,43.919838,0
65.01334,-5.060387,1
-37.7842,-14.528531,0
-70.95897,31.734587,0
-44.55519,-47.885777,0
-42.15337,-38.733265,0
-72.13104,24.605375,1
47.499928,40.47966,1
-76.822716,-20.742077,0
85.8191,-6.2282004,1
14.008339,68.7519,0
-64.69693,5.3961,0
-28.400606,-48.33626,0
-27.84804,-26.271297,0
71.229675,-19.66083,0
-7.27341,-21.364162,1
-21.141214,6.526377,1
-0.50121856,65.322395,0
7.646246,-46.87445,0
16.394142,35.41834,1
-37.652416,19.105019,1
41.806694,-29.58806,1
-76.52949,-25.585749,0
70.710884,-6.0840316,1
82.72139,-8.582234,1
3.088766,61.162235,1
-39.010227,-9.9769335,1
38.1225,6.612659,0
3.317608,77.65796,1
-13.697871,26.495104,0
24.425697,-16.69299,1
48.50841,34.71323,1
59.77225,-25.647097,0
-75.3517,15.818813,0
-33.330887,29.343853,1
-33.209736,-27.79606,0
17.494068,80.72967,0
56.02988,-33.338696,1
-40.91426,-2.4266064,0
-63.05566,-14.327265,1
29.41931,77.9915,0
43.242702,34.75351,0
33.848137,-27.165773,1
-66.85166,-12.871023,0
33.739468,-53.47168,1
27.48035,65.0994,1
-40.76068,-15.051807,0
31.155407,-71.468025,1
-37.427753,10.959682,0
-47.001774,40.39489,0
-23.163282,-48.758415,1
13.756927,45.958347,1
45.98805,29.147346,0
77.26086,1.2833302,1
-23.543701,-4.269254,0
-12.592705,-25.021505,0
3.660447,51.367268,1
22.13677,-72.090065,0
27.192863,85.94949,1
9.532979,-56.2566,1
-46.60953,7.876411,1
16.019142,33.84951,0
45.929306,34.173748,0
-28.565926,-29.334803,1
-83.974396,13.493899,0
19.530403,85.39581,0
-56.02318,37.16588,0
65.46698,-29.277552,0
30.656776,-59.770035,0
-34.89018,19.246752,0
-75.42336,-23.071125,1
-7.416492,-19.717329,1
-49.321945,-63.640026,0
-51.27782,11.812426,1
38.018784,-5.303531,1
76.45119,-27.96893,1
-20.44724,-1.3642509,1
55.566032,-29.85955,1
18.825,74.281944,1
-68.63963,22.945522,0
-59.37046,-17.63054,1
-48.7088,-13.324998,0
50.822945,60.9817,0
-80.00524,21.194729,0
44.300716,21.771074,0
38.911736,-9.220129,0
74.52234,-6.999932,0
29.685978,-73.85641,0
-35.068222,-10.9906025,1
16.061235,15.015359,0
22.176495,40.90638,1
61.986248,-49.256104,1
-54.814392,-19.132772,1
-27.140057,25.922155,1
20.208096,54.4522,1
21.372879,-42.34141,1
-56.39616,-59.16155,1
46.97746,46.569183,0
65.300415,14.325775,1
-30.826948,-23.05758,0
-48.08422,-17.639275,1
-32.722214,2.5668626,1
20.216629,-4.653185,1
33.681705,-28.584066,0
-59.418648,-32.47187,0
-61.539944,13.543075,0
-42.831112,-35.455112,1
54.177,8.039882,1
75.78924,-31.206024,1
-51.312218,-39.105606,1
31.028044,-52.889694,0
59.56832,-44.409756,0
-41.735886,-57.03206,1
-28.695606,-30.633335,1
-62.21783,24.264875,0
13.994195,84.53362,0
49.80981,-51.39005,0
3.1422088,56.788193,0
76.61809,-22.971275,0
4.8500123,45.499016,1
24.910673,-16.922432,0
6.7695584,-57.397823,0
-26.881142,-30.82098,0
-23.854555,-11.180917,0
17.303066,-39.1065,1
-51.60613,30.441048,1
-81.76956,14.367502,1
66.15139,24.40652,1
55.45644,9.609021,0
-37.771706,-58.008835,0
30.85881,-38.792923,1
27.045435,70.334656,1
-18.31454,30.572472,0
12.936032,32.945824,1
32.60423,-49.486202,0
45.882763,-22.5927,0
43.579685,52.08368,1
-24.867582,5.2426867,1
-11.444992,29.98605,1
56.555183,-55.932175,0
16.177069,37.822556,1
53.64072,58.03059,1
56.24623,-51.780937,0
47.11105,53.211494,0
40.948654,-17.088442,0
-22.628317,-50.688637,1
26.463938,48.575336,0
45.230747,6.026539,0
13.576454,-51.213085,1
-55.130184,-41.118725,1
-52.297134,-8.437455,0
-49.639652,-38.04428,0
-53.74904,-39.989376,0
-32.33382,-30.384705,0
61.467285,36.96555,0
32.89639,1.680581,1
-71.28983,25.755661,1
-62.541195,5.644592,1
-39.605488,-5.0580215,0
66.96474,-28.139761,1
84.261116,-8.169945,1
33.33219,31.452833,0
-54.332275,-31.762909,1
-28.742947,-46.068745,0
49.054485,70.77424,1
26.797562,71.645966,0
9.018528,-56.512043,0
-47.713036,-29.322054,0
30.530487,-41.551994,0
27.730228,34.35909,0
-36.520237,-25.80261,0
-53.363285,36.75126,0
-12.214169,-34.187656,1
-54.162315,-41.785965,1
-40.759464,-35.26797,1
38.500813,14.076185,1
-25.754177,-36.342686,0
53.55699,20.13981,0
7.360159,-43.74791,1
51.001495,2.8325043,0
23.253193,-20.389214,1
-8.726026,25.900955,1
-25.728182,9.191854,1
-68.73551,-23.910564,0
59.054913,-8.587124,1
14.810917,-58.572178,0
-51.876995,3.520859,1
23.741993,-51.58411,1
-62.55512,17.509764,1
-20.41262,-30.600466,1
-53.444183,-59.675026,1
18.651907,18.365679,1
-41.40217,-45.41796,0
18.62574,-1.2181852,1
-13.581629,25.897087,1
-53.42581,-16.70268,1
50.400406,30.952477,1
-65.57364,24.345179,0
44.876976,66.68256,0
-25.776571,26.003448,1
19.045898,43.409866,0
79.04984,-33.786716,0
-14.703433,9.496277,0
32.84867,35.350834,1
72.42376,-21.282549,1
31.360132,21.423822,0
-66.62267,-11.16004,1
-33.29951,-63.600197,0
-32.43905,22.926811,1
-31.039495,18.770401,1
56.778652,-19.022856,1
58.354538,-4.810856,0
-31.183702,41.872852,1
23.900137,26.48428,1
-52.53886,-13.657116,1
75.67856,-16.842196,1
-67.66592,17.666458,1
-35.30666,-8.468044,0
31.785147,-58.82951,1
-74.19702,-25.759836,1
20.441412,89.615776,0
-28.693413,-55.1401,1
-73.26025,8.011534,1
51.5482,-40.558285,1
-8.143194,18.849829,0
70.13331,-3.7872863,1
39.542618,-2.5822067,0
-47.17623,-38.81606,0
26.096218,-13.510379,1
59.040985,-21.465176,0
22.467106,-31.04266,1
51.909897,-51.114304,0
16.58017,-73.035,1
71.403076,-7.437165,1
-25.943804,-2.975999,0
53.92755,46.68807,0
-79.59309,16.103903,1
39.233444,1.3598393,0
50.424675,50.92736,1
-39.283077,-55.072376,1
29.249352,-4.9702063,1
-6.6150823,-5.5025625,1
-37.651955,29.318409,1
24.285887,-31.424162,1
31.936766,37.091354,0
27.37066,73.64423,0
-76.22662,32.84804,0
-15.047608,8.804365,1
28.524506,28.106218,0
-39.921364,-50.676086,0
60.003407,49.391697,1
-19.40627,-46.72009,1
19.401888,-72.96328,1
17.683697,-73.391556,0
-57.17565,-17.520554,0
18.713146,78.35978,1
-36.484016,-48.64806,1
3.628228,58.13235,1
-48.400803,1.8424655,1
-2.1261559,16.46312,1
5.466737,-58.601425,1
53.555824,30.713598,0
-37.458782,-33.037888,1
20.912899,-14.7715435,1
-7.947409,25.010365,0
-26.519272,7.445268,1
-12.297225,-19.009329,0
29.468082,-17.392586,0
8.863874,-55.47293,0
8.240006,68.55736,1
-37.91353,-19.50214,1
12.192111,53.60587,1
46.42485,28.811806,1
51.56449,54.254993,1
-50.421616,-4.104393,1
17.08732,-61.287884,0
-65.64067,-25.169342,0
-18.917154,-24.74108,0
33.689186,31.68368,1
61.44166,-7.344571,1
-31.946552,-29.19258,1
14.518049,-12.269045,0
17.045204,-65.55457,0
46.358467,-3.3307643,0
-18.559206,35.232517,0
-22.053793,-5.468445,1
-17.896997,-9.36199,0
-31.50768,43.41595,1
-15.279827,-23.485748,0
16.439066,-61.29656,0
-55.68963,-11.344798,0
28.76325,18.511986,0
17.03019,-72.09069,1
-17.235014,-41.727203,0
-59.27565,-29.016346,1
-41.861584,43.860054,1
-77.062675,-2.2719364,1
-2.8655143,15.491543,1
-50.44512,15.835572,0
-54.9418,-32.680576,1
-76.13059,20.03909,0
55.864887,10.072012,1
43.989216,34.181877,1
64.68429,33.2676,0
35.670616,-53.77191,0
17.656103,-72.40637,1
-65.981735,-16.392563,1
29.051939,-24.419394,1
-68.901375,21.084145,0
64.60873,-40.44133,1
0.13941029,61.37072,1
-47.025948,8.585545,0
-28.42645,14.238419,1
-26.364937,-56.656162,0
22.601158,87.22701,1
-10.7579,31.991264,0
-42.0262,45.483624,1
50.06346,-24.48226,0
23.27577,42.98915,1
19.865227,-72.87436,0
-11.836223,7.350984,1
27.23111,-65.91734,1
19.695877,-66.81818,0
75.122215,-6.372658,1
-49.152378,1.6066751,1
20.729946,-64.164764,1
38.08484,-1.801176,0
-15.233647,-41.182278,0
16.349876,7.5439625,0
21.622444,-51.733543,0
77.527824,-13.314678,1
-17.64967,34.011894,0
4.4972467,65.03394,0
-66.072105,31.233976,0
-54.17871,26.705591,0
-36.033367,9.654836,0
-65.34097,-25.063568,0
-72.92984,36.397884,1
-54.15267,17.074844,0
33.24909,-15.153959,1
-53.436363,36.732468,0
-71.55238,-13.574405,1
28.666689,-61.93725,0
-19.96684,-38.22804,1
-26.900627,-37.329918,1
19.228798,14.916808,0
-45.259098,-4.5310106,0
-46.084583,-57.47937,1
61.573055,39.10036,0
23.408413,18.502403,0
-72.81193,17.554407,0
-58.555523,-43.17181,0
-29.022686,0.37344658,1
-25.402239,5.1425967,0
57.001236,36.978333,1
-43.39277,31.070639,1
46.62484,40.99758,1
43.447144,0.78749245,1
41.63767,-44.79252,1
21.173317,64.323906,0
30.896889,-3.3043125,0
-32.78949,-16.209618,1
-43.560455,18.800325,0
-17.309826,-10.002579,1
-55.101894,-11.632315,0
13.099944,66.2224,1
56.13271,-3.9009774,0
-40.292103,-35.289516,0
46.121464,-52.467358,0
52.717884,-41.117905,0
-52.15184,-59.354984,1
74.661545,-40.037487,1
52.850155,-42.46508,0
-64.12157,31.322514,1
15.463414,55.70948,1
14.534826,-63.961193,1
-53.165504,-21.38085,0
-40.032196,-35.15075,1
-72.333466,16.849752,0
-35.878998,36.160763,0
-31.162333,-35.11885,1
19.358612,76.49969,1
-81.550476,21.044035,0
4.696331,74.335785,0
-32.84412,29.82313,1
-37.31097,-30.066296,1
-33.106716,-19.61357,1
52.97358,-50.263554,0
-65.59712,23.657259,0
-17.336908,-31.192814,1
-29.893568,5.976074,0
46.200787,-34.426186,0
50.266056,58.561516,1
-51.95971,-57.786552,0
-6.2229366,9.294611,1
-27.507082,-51.98357,0
32.62831,10.72531,0
45.03193,59.906162,1
63.95458,-42.689198,1
-22.99905,3.7824397,1
42.82637,-15.108211,1
27.299883,-75.67833,0
-33.49575,9.916214,0
38.183937,-45.440895,1
47.825554,-53.824223,1
-20.198942,-19.674997,1
-54.25008,9.160609,0
-57.319714,6.0204697,1
-51.01661,8.803309,0
39.870647,-31.083315,0
-25.56662,7.4487605,0
-36.50706,-20.124151,0
-64.34317,1.5227513,0
57.032692,0.56017774,0
-28.528862,10.098109,0
-35.97738,-8.579881,0
-55.881603,-33.629303,0
37.000793,8.805831,1
-37.751747,20.313381,0
-38.03943,-28.477537,1
-69.501274,6.093797,1
-19.566936,-18.876719,1
50.9082,7.196816,1
4.6526117,72.89056,1
-20.204258,-20.041948,0
17.110355,70.77722,1
-54.977432,-16.917744,0
20.374716,41.39671,1
58.082436,-1.5298721,0
-64.5266,-12.864874,0
-68.74524,15.745656,1
-13.32625,35.15246,1
28.643349,23.635773,1
-47.22203,46.1138,1
-37.846077,-57.288845,1
23.3098,39.060017,0
15.537333,-63.36938,1
37.14432,18.667,1
-48.055317,24.072966,1
30.177355,18.422943,1
35.968655,8.9761915,0
51.079544,49.395157,1
-25.640205,-8.268361,1
10.905185,72.5342,1
-33.59459,-56.369797,1
-17.582434,30.143362,1
-22.412949,-12.488733,0
62.48948,13.691793,1
23.526178,-50.059837,1
-65.81051,31.154194,1
-51.15389,11.303068,0
-38.864956,27.709297,1
77.142654,-13.733017,1
12.616756,-49.536095,0
26.489897,40.03525,1
72.36597,-20.668268,0
-19.247276,35.459812,0
-77.27184,23.246834,1
43.674404,-10.163071,1
51.164047,49.566647,0
12.549555,39.832817,1
20.649647,78.94481,0
-18.720575,31.815619,0
63.62795,-12.940315,0
-20.306793,25.47649,0
55.252342,34.734207,0
-57.40859,23.01695,1
-47.85569,-9.816199,0
30.523718,-15.904827,1
-39.639557,29.883158,1
-47.34216,-3.7836616,0
56.156376,-6.1088705,0
-68.08508,31.452969,1
12.666252,-13.633204,1
6.0009685,59.163105,0
-33.74426,-56.447273,0
17.640137,-39.367992,0
-19.320734,-7.106979,1
-48.46947,35.086903,1
-15.370594,5.8157854,0
-41.09156,23.896446,0
28.138536,-61.294456,1
-73.39564,-3.1543684,1
4.400651,-67.20535,0
-23.988262,13.549221,0
36.79406,4.4448986,1
-29.784294,-51.674984,0
0.3312438,60.58592,0
-23.132097,13.744325,1
68.68593,-30.080555,1
27.779894,69.38742,1
27.028522,55.714973,1
5.6824374,-68.31338,0
-56.49676,45.223206,1
7.7685423,-48.15987,0
74.51229,-38.972206,0
16.564167,-40.622253,0
37.172672,1.3790302,1
-20.966257,-21.516459,0
-43.237587,-8.302008,1
21.280516,-59.906757,0
80.06739,-12.642804,1
32.455406,-49.729225,0
44.19704,7.609847,1
25.913742,16.134857,0
39.97841,18.26263,0
-11.501259,20.607567,1
19.398273,-4.177933,1
-47.460953,-12.846279,0
-38.48884,-37.792107,1
-42.637295,43.235676,1
17.206045,-4.944998,1
-62.37799,0.38748989,1
-51.877266,35.755844,0
14.116362,65.309166,0
1.4401488,51.593937,0
-9.6733055,0.7379249,1
24.25822,28.996565,1
23.491945,-40.930855,0
20.090702,-62.320995,1
21.20131,88.76477,1
46.481556,69.8416,1
19.909302,-0.52260065,1
-37.62286,-14.33475,1
-19.617958,-24.47002,0
40.420105,-3.199796,1
34.932636,23.978199,0
12.760046,-50.948353,0
-72.29812,-11.360423,0
26.191961,1.340513,1
-9.847941,18.679012,0
-44.337097,7.512133,0
-64.10079,1.2487222,0
53.54308,-48.24565,0
-49.63101,6.816597,1
18.014042,51.835327,1
77.54177,-13.77055,0
18.299595,-4.5396442,1
-9.957963,35.276363,0
29.5011,17.884958,1
22.440134,21.188852,1
-37.934303,30.504871,0
-25.013103,-4.1836967,1
-32.79975,8.426157,1
-8.761256,20.808903,1
-16.389368,22.59913,0
22.00992,-72.17002,1
27.807434,49.817078,1
-64.04699,-12.6934395,0
43.371662,-14.876179,1
-55.480236,-16.210304,1
11.797044,-47.893616,1
45.644783,53.056023,0
30.566557,-18.095604,0
-16.308296,22.690552,1
53.685345,-48.35071,0
-59.34192,-15.878363,1
-42.54031,11.876569,1
77.98179,-8.009069,1
29.385199,53.782097,0
-58.421017,-25.67095,1
51.45669,56.743843,0
-67.29327,-9.046385,0
-80.640175,-4.662667,0
-20.619312,-4.933552,0
-67.76366,13.9353285,0
-57.648014,23.150503,1
69.770424,-20.06355,0
64.571884,-16.664413,0
56.697464,10.962082,1
18.493347,77.837524,0
-30.073172,45.939117,1
14.948319,85.19129,1
48.493206,-40.510654,1
12.270685,73.994286,1
72.364235,-30.20456,0
2.162964,50.036915,0
75.03142,-25.074541,1
39.031918,-55.04052,0
19.386372,-63.11451,1
36.154728,-15.5518265,1
-62.792625,34.21184,0
62.8725,35.972034,1
22.810291,80.21937,0
15.223768,59.99448,0
-13.921843,39.900143,1
42.7007,-0.9570575,0
24.604298,28.057152,1
31.938116,-6.021232,1
-10.206477,15.68795,1
50.731018,70.68472,0
36.909466,14.961185,1
47.62558,-1.9740078,1
8.857553,7.1626706,0
38.720448,16.993633,1
68.5863,25.576729,1
30.552792,-66.69603,1
26.234829,-22.233198,1
40.186317,-57.096764,1
-65.80713,31.029476,0
-44.68658,-43.81812,0
-57.2123,-2.80586,0
49.052013,-24.802938,0
3.4250932,-53.72931,1
46.248825,57.94401,0
-77.24642,29.956095,1
-35.42857,1.6156884,1
-32.337048,-12.454242,0
-36.479733,17.165327,0
-52.025208,-1.048752,0
1.3806127,45.8663,1
41.542255,-36.428684,0
-22.400297,2.6987786,1
29.249533,35.738224,1
-8.114572,-6.754832,0
-76.305664,-7.038845,1
-49.02088,21.168219,0
-37.361565,27.654959,1
-41.73197,-61.787777,0
59.927208,37.024395,0
18.169945,-6.6547627,0
57.052197,29.927279,0
11.351776,73.19334,1
-18.901005,-5.6427865,1
38.561863,-44.486607,0
29.435316,44.17301,0
31.437527,-68.65183,1
-80.967606,-22.95206,1
-8.063434,-17.449926,0
-49.0448,16.963308,1
-10.0400715,1.1129119,0
9.923859,62.086475,0
-32.140465,-37.119698,1
-32.73181,-45.349277,0
40.747475,-36.12623,0
37.3658,6.946495,0
7.5301456,-42.48008,0
15.531607,-60.136726,1
9.152299,63.100037,0
76.22361,-19.325085,1
-13.524435,-25.537434,1
68.61355,27.436514,1
10.511741,74.20294,1
56.56936,-41.376846,1
-11.238424,11.551036,1
46.70397,67.459015,0
34.128284,36.656235,0
2.0504227,70.156494,1
51.15254,58.013718,1
-30.890049,37.16918,1
-27.77028,-22.011925,0
15.991708,34.71475,0
-37.480686,-30.81919,1
33.878548,-6.3935795,1
-62.260567,15.678177,0
31.857204,-12.755478,0
-35.979076,42.384914,1
-17.785782,29.957064,1
-52.431072,-8.138182,1
-52.176422,-9.872528,1
17.328114,-40.144608,0
44.536194,57.970737,1
-26.15209,30.699272,1
24.543287,56.59548,0
-23.430117,-42.691105,1
-69.12878,22.981705,1
47.22727,-41.913162,1
60.88205,50.087936,1
55.361732,12.7665205,0
25.126945,28.475657,1
63.963757,44.19599,0
-50.187332,-1.0281954,0
-79.85038,-6.972303,0
46.409557,-23.587135,0
19.462036,-14.78567,1
52.01591,-49.539936,0
3.3957362,55.996437,0
-50.71593,-17.699211,1
34.10314,36.70427,1
